artist,song_title,lyrics_clean_ascii,mood
Bülent Ortaçgil,Benimle Oynar mısın?,su olsam ates olsam goklerdeki gunes olsam konusmasam tas olsam yine de oynar misin benimle susulsam kusur olsam agizdaki kufur olsam dogustan esir olsam yine de oynar misin benimle sayilmasam kac olsam topraktaki guc olsam aptal gibi suc olsam benimle oynar misin,
Bülent Ortaçgil,Biraz Umut,1 contributorbiraz umut lyricsduþler bulandý artýk bir faydasý yok cevremiz daðýlmýþ ortak paydasý yok seviþenler mi gitti yoksa bana mý oyle geldi oyuna devam ama eskihavasý yok bana biraz umut ver ver ki yeniden baþlasýn ulke sarsýlýyor ve umurunda deðil umurunda olsa bile eski durumunda deðil hep aranýyor ama bulunanlar cýlýz kerteriz oynamýþ eski konumunda deðil sen gizlendin yerinde ben saklandým o sokaklarda hep onlar oynadý sen susmuþtun ben urkmuþtum konuþmadým yeni bir ses ýcin heves kalmadý savaþlar birbirine benzer kazanan olmaz kazandýðýný sanma kayýplarýna bak biraz cebindekinin yarýsýný odedin silahlara þimdi diyorsun ki yalnýz barýþ adýna,
Bülent Ortaçgil,Bir Nihavend Yalnızlık,1 contributorbir nihavend yalnizlik lyrics evveli gunun agirligi goz kapaklarimda bugun daha baslamamis cep elimle dolu bir telas var etrafimda gazeteler ayni politika sayfasi i̇ctigim sular guzel kadinlar gibi ruzgar var mi bulut yok ezan sesi karnim acikir manav radyosu haber okur aksam olunca kapim beni bekler yedigim bir tas yatagim sabirsiz bir o yana bir bu yana eski sinemalar gibi kuf tutmus ruyalarim hep bir olay olur ortasinda karga sesleri takvim yapraklari uzun oluyor kis gunleri ne de olsa kiraz vaktidir karpuz suya dusmeden denize hic girmem mehtap cikmis duser yastigima kanimca her sey bosuna,
Bülent Ortaçgil,Bizim Şarkılarımız,1 contributorbizim sarkilarimiz lyricsbiz sarkilarimizi yaristirmayiz tazi gibi bizim sarkilarimiz ruzgarlara soylenir usulca belki bir gun bilmeden bulusuruz denizin kiyisinda cocugun duslerinde ya da sivrisinek sazinda usulca usulca usulca biz sarkilarimizi ismarlamayiz giysiler gibi poyrazin ayazinda lodosun yagmurunda biz sarkilarimizi pazarlamayiz deterjan gibi gercegin kuytusunda guzelin tohumunda biz sarkilarimizi yaristirmayiz tazi gibi biz sarkilarimiziismarlamayiz giysiler gibi,
Bülent Ortaçgil,Bozburun,boz taþlar onumuzde cebimizde yalnýzlýk var þu dumduz buyuyen gecede tek dostumuz yakomozlar kimsesiz koylar ortasýnda her biri baþka siyah bu daðlarýn guneþi yolladýk butun renklerle oyuncaðýyýz artýk alýþkanlýklarýn en kucuk bir ses bile sanki gok gurultusu ýcim kýpýr kýpýr deniz kýpýrtýsýz kokularýn þarkýsý baþlar ne cocuk sesi ne kent uðultusu gelir miþli gecmiþde sorunlar saklanýr aya dokunmanýn tam zamanýdýr gece giderek yayýlmaktadýr yýldýzlar herkese goz kýrpmaktadýr guzellikler paylaþýlmak ýster sevdiðim uzakta belki uyumaktadýr,
Bülent Ortaçgil,Bu İş Çok Zor Yonca,bu i̇s zor cok zor yonca cunku gulmeyi unutunca tas yureklerde kilitli duygular kapilar acilmayinca cunku bizler i̇stemeyince en cok bagiran en dogru sayilir i̇nsanlar i̇sitmeyince cunku i̇nsanlar gunler boyunca hic soru sormadan durur cunku sevmeyi bilmeyince bahar gelir farkedilmez olur i̇nsanlar gulmeyince cunku bizler duymayinca birinin eli herkesin elinde i̇nsanlar umursamayinca bu i̇s zor yonca cunku i̇nsanlar yillar boyunca,
Bülent Ortaçgil,Bu Su Hiç Durmaz,1 contributorbu su hic durmaz lyricskar gibi orttun ustumu i̇cimde tum cicekler birer birer titrediler uykusuzlugundan belli kafanda birikintiler teker teker dokulduler sen hep kendine onlemler aldin ben kendime yasaklar koydum onumuzde barajlar var bu su hic durmaz yasamak dopdoluydu akan pinarlar gibi i̇nanmayanlar beklediler umutlarini borc verdin cebinde hic kalmadi dostlarin anlamadilar nar gibi guzelligin gizliydi vereceklerin fazlaydi i̇nsanlar anlamadilar sustun sustun konusmadin sonra kactin arkana bakmadan i̇nsanlar sasirdilar,
Bülent Ortaçgil,Çoktular Ama Hiç Yoktular,1 contributorcoktular ama hic yoktular lyricsgul sen gulunce bahar renklerden pembe gunlerden pazar aklim hep sende sev sen sevince guzel bazen subazen sel cunku gitmeyenler eksiktir bir yerde alabora olmak istemem bindigim teknede ruzgar sert biraz galiba poyraz hani gidecektik baska yere coktular ama hic yoktular gor sen gorunce isik sulun renkleri mevsimlerden hep yaz yerlerden akdeniz duy sen duyunca muzik seslerden fa cunku duymazsan eger tum sarkilar bosuna dalavereden biktim pata kute girismekten guya sucsuzmusum korkarak kirletmekten hani degistirecektik dunyayi,
Bülent Ortaçgil,Dalyan,1 contributordalyan lyricsdalyan deltasý kafam biraz karýþýktýr oldum olasý denize doðru yuzlerce yol var ama hangisi doðru hangisi cýkmaz aman sen bir yana ben bir yana ayrý duþmuþuz yan yana karþýmýz deniz yardým et yoksa gidemeyiz kýyýda bir saz gibi yalnýzlýk olmaz dalyan deltasý yaþamýn ta kendisi duðumdur dokusu oyle kolay cozulmez,
Bülent Ortaçgil,Değirmenler,zaman duser ellerimden yere oradan tahta bosa saatler calisir izinsiz hep bir sonraya resimler sari gunessizlikten duygular degisir dostlar dagilir dort bir yana kendi yollarina ve sen ben degirmenlere karsi bile bile birer yitik savasci akariz dereler gibi denizlere belki de en guzeli boyle sen ben degirmenlere karsi ucurtma ucar sozlugumden geri gelmeyecek bir kus yasanmamis kirintilar sadece bir dus,
Bülent Ortaçgil,Denize Doğru,1 contributordenize dogru lyricscozdum her sey cok basit denize dogru uc bes dakika yeter derdimi anlatmaya zaten cogu sey degmez cok konusmaya duslerimde bile kactim denize dogru aslinda kacmak degil sevgiye kosmak sessizdiler ama coktular biraz deli biraz cocuktular kolunu kaptiranlara care bulunmaz yasam bizden hizli beklesen olmaz kararimi coktan verdim gulmez cunku hic bilmez dertleri agir butun kapilar calinir ama bilgeler sagir mislar misler ne demisler burada bulamamislar gittim cunku eskittim kentin sokaklarini kimsenin umurunda degil suratlar soguk ardimda cok sey birakmadim kalanlari da almadim adini dusurenlere uzulsen degmez sesini kaybedenlerin bir sarkisi olmaz,
Bülent Ortaçgil,Deniz Kokusu,1 contributordeniz kokusu lyrics deniz kokusu getiriyorum nem sinmis tuzlu bedenime sabah ayazindan gozlerim kirmizi bir sarki tutturmusum rastgele durduramiyorum karli daglarin tepesi ozgurluk dibi deniz i̇ste akdeniz ucari bir hafiflik ucusuyor basimda i̇nanamiyorum yarim gun uzakta ankara sokaklarinda uslu kentli oynamak icin yine gazeteleri okumak yine gece bikkinligi yine sabah telaslarina alismak icin gunes kavurmus tenimi bir sevisme sonrasi gibi neden umursamaz ve yalinim hic bilemiyorum,
Bülent Ortaçgil,Dört Kişili Düş,1 contributordort kisili dus lyricsdort yanimda dort kisi hepsi de baska hepsinin elleri benim ustumde hepsi de der ki 'sen sen degilsin'' 'biz olmasak ne yaparsin'' dort yanimda dort kisinin dort yaninda aman dizilmisiz petek seklinde suyun en ustundeki damla gibi ayagimizda bin kilo uzadikca uzamakta dort kisili dusum i̇cimdeki sancim buyudukce buyumekte buyumekte ayni eve tikilmisiz tepeleme herkesin agzinda ayri bir sarki neden bilinmez kim yapmis kulaklarim yok olmus bir seyler cogaldikca bir sey eksiliyor ozgurlugum artik onlarla beraber etime yapisan ah o eller hep isterler i̇stiyorlar,
Bülent Ortaçgil,Duyuyor Musun?,1 contributorduyuyor musun lyricssessizliðine alýþtýk konuþmazsýn oyle her zaman yaðmur dolu dolu yaðar islanmazsýn bile orada yerindemisin duruyor duyuyormusun duyuyormusun aþýk olunur susarsýn bilmediðindenmidir sevgiyi duþunceni gizlemek kibarlýk kendini gizlemek meziyet dunya deðiþiyor gormek olasý bizden sorulacak sonra ýlerisi katýlmazsýn oyuna onlarýn olacak butun yarýsý,
Bülent Ortaçgil,Entellektüel,1 contributorentellektuel lyrics dinamik bir surec icinde anksiyeteyi dislamis dehumanize davranislar global village dedigimiz kuresel koyumuzde hersey zaten olumsel entellektuel karsiligi nevrozdur su bizim uygarligin depersonalizasyon barbiturat kokain anfetamin oysa ne kadar basit anlayinca bu durumu bir elin sesi yoksa iki el kirkinci ayetti galiba lut kavmi hani su malum suctan oysa ben diyorum ki hep ayni hep yeni bastan gen mutasyonu eric ericsson i̇nsanin sekiz cagi sonunda aids homoseksuel sosyal sorunlar deyince akan sular durur kirkbir kere maasallah yuzkirkbir olur fobisi hobiye donustugunden eski bir taktik materyalist diyalektik oysa bindigi arabada kosar paradoksal iki at biri kacarsa eger oteki sosyaldemokrat castro gibi fidel i̇letisim bozuklugu ozel titresimler aperatiften evvel filozofik yaklasimlar da artik biraz seksuel afrodizyak bir sofrada siseler virtuel gece yarisindan evvel buda konficyus marx ya da mendel bir kadin tavindadir bunlari dusunmek kuytu sakin kabugumda ve ara sira siyrilip yasiyor olmak sizleri anlamak hipokondriyak i̇ste bundan dolayidir ki saclarimdaki aklar tel tel entellektuel,
Bülent Ortaçgil,Eylül Akşamı,1 contributoreylul aksami lyricshicbir neden yokken ya da biz bilemezken tepemiz atmis ve konusmusuzdur onca neden varken ve tam sirasi gelmisken hicbirsey yapmamis ve susmusuzdur ayni anda ayni sessiz geceye dogru i̇cim sikiliyor demisizdir ayni sabaha uyanirken kimbilir ayni dusu gormusuzdur olamaz mi olabilir onca yil sen burada onca yil ben burada yollarimiz hic kesismemis su eylul aksami disinda belki benim kagit param bir sekilde done dolasa senin cebine girmistir belki ayni posta kutusuna degisik zamanlarda da olsa birkac mektup atmisizdir ayin karpuz dilimi gibi batisini i̇zlemisizdir deniz kiyisinda ayni koseye oturmusuzdur kohnede belki de birkac gun arayla bostanci dolmus kuyrugunda sen basta ben en sonda oylece beklemisizdir sabah yedi otuz vapuruna sen kosa kosa yetisirken ben yurudugumden kacirmisimdir ayni anda baska insanlara seni seviyorum demisizdir mutlak guven duygusuyla basimizi baska omuzlara dayamisizdir,
Bülent Ortaçgil,Günaydın,1 contributorgunaydin lyricsgunaydin size gunaydin bize hepimize gunaydin gunaydin hepimize bugun yeni bi' gun sevimli bi' gun yeni bi' gun bugun,
Bülent Ortaçgil,Her Şey Sevgiyle Başlar,ustume gece cokmus ama icim isil isil beklerim ta sabaha kadar beklerim de geceyi degistiremem gecenin gucu beni asar her sey anini bekler hadi gel senin zamanin artik yurusene benim ile senin zamanin artik sessizlikte insan belki aradigini duyar ama her kulak isitmez bir kisi bulur i̇kincisi tohum eker sonra yesillenir cicekler her sey zaman ister yanimda dur usulca koluma dokun al ellerim senin olsun yuzume bak sana anlatacak cekinme guven bana her sey sevgiyle her sey sevgiyle baslar,
Bülent Ortaçgil,Hiç Canım Yanmaz,1 contributorhic canim yanmaz lyricsoturmusum deniz kiyisina tam da kayanin karsisina cakil taslarini suya atarim simdilerde havalar serin sonbahar da giderek yakin i̇cimde bir yaz doymuslugu artik hic canim yanmaz cunku kaptan denize acilmaz korktugu ruzgârlardan midir benden midir baska bir seyden midir konusmak gelmez icimden ya da of pof disari dogru bilirim ki ellerim bagli yasamak berraklasir butun yuzler bulaniklasir yer ve zaman savaslari kabuk tutan yaralardan midir o muydu ondan once sen miydin ondan sonra romanlarim oykulesir hastaliklarimi dinlerim gittikce babama benzerim sokaklarim karmasiklasir guvensiz tayfalardan midir tut vira tut cek vira cek hadi tut vira tut hey hadi yallah,
Bülent Ortaçgil,İstediğini Yap,1 contributori̇stedigini yap lyricseskiden iyi meslekti doktorluk simdinin modasi muhendislik sana bir sey soyleyeyim mi i̇yi meslek yoktur meslegini iyi yapan insanlar var kerem ile asli'nin aski birinci leyla ile mecnun'unki ondan sonra buyuk ask yoktur asklarini buyutebilen insanlar var i̇stedigini yap cok gec kalmadan daha guc olmadan i̇stedigini yap her sey bitmeden senin yargilarin en dogru benimkiler tabii ki en en dogru dogru yanlis yoktur baska yerlerden bikan insanlar var,
Bülent Ortaçgil,Kaptan (yolculuk Ne Zaman),1 contributorkaptan yolculuk ne zaman lyricsaman kaptan al beni gotur denizlere aman kaptan ne yardan ne serden diyenlere sozumuz yok yolculuk ne zaman rotamýz belli mi yonumuz nereye sýkýldýk buralardan usandýk limanlardan býktýk beklemekten bilinmezden korkmayýz faltaþý gozlerden,
Bülent Ortaçgil,Kediler,evvel zaman icinde kalbur saman icinde cok uzak degil yakin bir ulkede sevimli uslu kucucuk gozlu kucuk kediler yasarmis yemekleri ortak yataklari birmis sevincleri hepsininmis duman rengi acik kahverengi yakin ulkenin yaninda donemeci donerken ruzgarlarin saginda ormanlarin solunda sesli hirsli kocaman gozlu buyuk kediler varmis sabahlari okumakla aksamlari dusunmekle gunduzleri konusmakla geceleri calismakla yorgun gozleri sismis elleri siz kardesler hangi kedileri seversiniz hangi kediler gibi yasamak istersiniz hangi kedilerdensiniz,
Bülent Ortaçgil,Kimseye Anlatmadım,1 contributorkimseye anlatmadim lyrics sev beni sar beni bir tek kotu sozun sarsar beni bilinmez denizlerin kuytu koylarinda bul beni bul beni bil beni al beni bu sacmasapanliktan kurtar beni uykusuz gecelerin gizli ortusunden cikar beni ben bunlari kimseye anlatmadim kendimle bile konusmadim ben bunlari kimseye anlatmadim bir tek sen duy diye sen bil diye sen anla diye sor beni sessiz sarkilarda cal beni bulutlar ulkesinden kuru topraklara i̇ndir beni sez beni yaz beni karmakarisikligimdan coz beni birikmis tortularin kirli sularindan suz beni bir tek sen duy diye sen bil diye sen anla diye,
Bülent Ortaçgil,Memurun Şarkısı,1 contributormemurun sarkisi lyricspazartesi acimasiz pazartesi sikkin hep ayni sarkiyi soylemekten bikkin bir masanin kenarlari gibi bulusmazmisiz oyle derler oysa butun masalarda dort kose var umarsiz ve umursamaz gunler gozlerde bir habersizlik var sali carsamba uzun sali carsamba sonsuz hicbir ise yaramazlar sensiz bir agacin yapraklari kadar ozgurmusuz oyle derler oysa butun yapraklar ayni kokten cikar persembe kadar guzelsin persembe kadar hizli her daim bir cumbus arasinda gizli bir yildizin koseleri kadar uzakmisiz oyle derler oysa yakindan bakinca yildizlar yuvarlaktirlar cumartesi cumartesi sanki bir kis sonrasi kucuk renkli bir sofrada sabah kahvaltisi bir katarin vagonlari gibi ozelmisiz oyle derler oysa butun vagonlar ayni rayda gider her son bir umuttur her baslangic bir kusku eger gunlerden pazarsa arife keyfi bir meyvanin cekirdegi gibi atilmisiz oyle derler oysa yasam meyvadan degil cekirdekten cikar umarsiz ve umursamaz gunler gozlerde bir habersizlik,
Bülent Ortaçgil,Mum,1 contributormum lyrics sen icimdeki kucuk mum hala sonmedin yaniyor musun gunduz aydinlikta kaybolup gece yatinca karsimdasin en soguk ruzgarlarda en islak yagmurlarda birakmadin beni yalniz anlarimda korktugum zamanlarda vazgecmedin benden bana kizmadin unuttum diye basarisiz bir aksamustu tepem atmis bagiriyorken dinledin cit cikarmadan en gizli duygularda en sacma sozlerde utanmadin benden yalniz anlarimda usudugum zamanlarda sen isittin beni ne zamandir birlikteyiz kim ogretti kacmamayi yoksa ben mi yarattim yaslanmaya basladiktan sonra en suskun gunlerde en gucsuz saatlerde sikilmadin benden umitsiz zamanlarda sarki oldun bana,
Bülent Ortaçgil,Nereye Sokağı,1 contributornereye sokagi lyrics sensiz nedensiz el yordamiyla susuz uykusuz nereye sokaginda yurumek hizli hizli mutlaka yetismek gerek beklemek gecen yuzyilin isi kiminle nasil sevgi sanci sabah eglencesi cabuk ve cevik zaman bilmecesi uyumak bilmeyerek mutlaka ogrenmek gerek yeni gun giderek yakin dеli dolu umut dusleriyle gercek gelecek sabah kuslariyla konusmak uzun uzun mutlaka degismek gerek beyaza boyamali nereye sokagini,
Bülent Ortaçgil,Niçin,sicak gun ve gunes iste i̇nsanlarim oturuyor yemyesil agaclar ve cicek i̇nsanlarim susuyor nazlanma sen ver ellerini hadi yuruyelim acik havada beyaz ay ve gece iste i̇nsanlarim uyuyor yollar bos ve sessiz,
Bülent Ortaçgil,Normal,1 contributornormal lyricsbiraralar soðuk mu dedim dedi ki normal peki ya havalar valla gayet normal ýþler dedim gidiþler dedim hepsi normal peki ya sen ben normal peki biz ikimiz halimiz dedim ne dese beðenirsiniz normal uf biri anlatsýn nedir bu normal caným sýkýldý yoksa ben miyim anormal peki dedim turkiye ya ab bilmem normal ya abd dedim dedi ki cok normal peki dedim ya dgm ya ohal o kadar yýl peki gap zap hasan keyf peki ya medya rtuk ya reklamlar rating valla normal yahu hic mi ikinci yok dedim peki trafik katliam ya susurluk kamyon yine kaybettik dedim,
Bülent Ortaçgil,Olmalı mı Olmamalı mı,olmali mi olmamali mi yoksa hic degismemeli mi ama ben degismezsem ben olamam ki gormeli mi gormemeli mi yoksa hic bakinmamali mi ama ben bakinmazsam hic goremem ki sevmeli mi sevmemeli mi yoksa hic begenmemeli mi ama ben begenmezsem hic konusmam ki bilmeli mi bilmemeli mi yoksa hic ogrenmemeli mi ama ben ogrenmezsem hic olamam ki,
Bülent Ortaçgil,Olmaz,1 contributorolmaz lyricsbir gun uyansak ki olmaz ki hic olmaz pýrýl pýrýl bir mutluluk kýpýr kýpýr bir sevnc var ýcinde tabii ki olmaz yýllardýr unutmuþuz gulumsuyorlar bana ki pek olmaz daha tanýþmamýþýz sevebilmektir esas olan yok olmaz yok olmaz yok olmaz bir gun barýþsak seninle olmaz ki olmaz kavgamýz kucucuk kalmýþ hicbir neden kalmamýþ zaten silahlarýmýz bile paslanmýþ dinliyoruz birbirimizi ki olmaz oturmuþuz karþýlýklý duþunebilmektir esas olan bir gun desem ki sana sen de benim kadar haklýsýn varsayalým ki hic olmaz varsayalým ki bir gun nedense hic olmaz sen de benim gibi yaþayacaksýn bir paylaþabilsek ki hic olmaz vermeyi oðrenmemiþiz yapabilmektir esas olan,
Bülent Ortaçgil,Oyuna Devam,1 contributoroyuna devam lyricsoyuna devam biz hic yorulmadýk biz hic yenilemedik desem yalan oyuna devam biz hic kaybolmadýk biz hic kaybetmedik rakipler kacak gureþtiler hepsinin yumruklarý vardý dunyayý deðiþtirmek ýcin verdiðimiz kýrýntýlardý biz hic aldanmadýk biz hic aldatmadýk kucuktum ufacýktým þimdi buyudum cocuðum var ben hep sorular sorardým karþýmda ayný sorular,
Bülent Ortaçgil,Pencere Önü Çiçeği,1 contributorpencere onu cicegi lyrics pencere onunde arkadastan ayri porselen saksida bir sus cicegi evin hanimi her aksamustu su ve gunes sunar entellektuel pencere onu cicegine ne ansizin yagmur ne gokkusagi ne dipdiri sabah gozyasi ne sebnem gormustur ne kiragi tanir ama iyi konusur kitap gibi rastgele ciceklere arada bir bakar cansiz cam ardindan tul perdelerden ne mecburen gunеs ne karakis ne dopdolu bahar urpertisi zorlu bir ruzgarla boynu hic kivrilmaz haylaz cocuklarca hic koparilmaz gece cokunce acilir lambalar oteki cicekler ay isigindalar,
Bülent Ortaçgil,​pencere önü çiçegii,pencere onunde arkadastan ayri porselen saksida bir sus cicegi evin hanimi her aksamustu su ve gunes sunar entellektuel pencere onu cicegine ne ansizin yagmur ne gokkusagi ne dipdiri sabah gozyasi ne sebnem gormustur ne kiragi tanir ama iyi konusur kitap gibi rastgele ciceklere soyle bir bakar cansiz cam ardindan tul perdelerden ne mecburen gunes ne karakis ne dopdolu bahar urpertisi zorlu bir ruzgarla boynu hic kivrilmaz haylaz cocuklarca hic koparilmaz gece cokunce acilir lambalar oteki cicekler ay isigindalar,
Bülent Ortaçgil,Sen,sen evet sen bir kosede bekliyorken ben cunku ben ayari bozulmus tekliyorken renkler muskul durumda ressamlar saskin hic degismez bu gunlerde ask yorgun dusmus ask mesgul hic gelmez yalniz ben tum virgulleri ararken zira sen noktayi koymustun zaten hosca kalin,
Bülent Ortaçgil,Sensiz Olmaz,bu sabah yalniz uyandim sensiz olmaz tanidik kokular yok kahvaltim anlamsizdi i̇lk sigaram bile tatsizdi anlasilan alismisim bir verdiysem i̇ki almisim ask bir dengesizlik i̇si dengeye donusendir sevgi yine kendi kendime sormadan duramadim niye seni boyle i̇stiyorum bulamadim yalnizlik zor sokaklar cikmaz hep tekduze her sey dumduz anlamak cozmeye yetmez biraz telasli huzursuz gece gelmis yatagim bos sen uzaktasin ben uzanmis,
Bülent Ortaçgil,Sen Sorumlusun,gokyuzu bir cocuk resmi cagla yesili ve pespembe cam bugularinin her yerine her yerine adini yazdim pamuk yumusakliginda deniz gunes sicakliginda askimiz her yerine tadini yazdim sokaklara apartman girislerine kapilara market cikislarina yazdim ama sen sorumlusun duraklara kaldirim taslarina defterlere satir baslarina yazdim sen sorumlusun sen bir avuc yildiz gokyuzunde ay isigi da benden hediye alabildigine yasama sevinci verebildigine kirilgan sevgi pencerelere butun aynalara gazetelerin ilan sayfalarina yazdim denizde kiyida butun kumlara ruzgârda ucusan yapraklara yazdim yolda kirlenmis araba camlarina yeni boyanmis beyaz duvarlara yazdim apartman girisleri market cikislarina kaldirim taslari,
Bülent Ortaçgil,Sen Varsın,yanimda uzagimda yarinimda bilmedigim yasanmis sayfalarda sen varsin yukselen alkislarda yumruklar tekmelerde acilar hasretlerde butun sarkilarimiz senin icin senin icin butun kavgalarimiz senin icin aclikta sefalette bollukta sefahatta el ustunde ayak altinda yenmede yenilgide olmede oldurmede sevgide nefretlerde,
Bülent Ortaçgil,Sevgi,yanýma gelirsen eðer ýcimde eritirim seni kardan sonra guneþ gunden sonra gece de oyle ben eritirken sen erirken seveceðiz birbirimizi yuzume bakarsan eðer dokunurum sana hava ýle kuþlar denizle kýyý da oyle ben dokunurken sen dokunurken duyacaðýz birbirimizi þarkýmý soylersen eðer kaybolurum sende denizde damla þehirde ýnsan da oyle ben kaybolurken sen ararken bulacaðýz birbirimizi,
Bülent Ortaçgil,Şık Latife,sik latife de kisinin teki senin gibi benim gibi ancak sik latife degisik biri sabahlari genellikle gec kalkar portakal suyu icer ekmek yememesini ogutlemisler sismanlarmis sik latifenin en iyi dostu aynalar aynalar soyler hep o dinler konusulanlarsa guzellikler ogleden sonra nunu telefon eder gecen aksamlarini konusurlar bazen bulusup bir yerde otururlar sik latife haftanin yedi aksami yedi kisiyle cikar dogrusu sik kadindir sik latife her yerde soylerler sik latife sabaha karsi yatar boyasi temizlenmis gercek yuzu ve bir geceligiyle latife'dir artik latife dayanamaz yalnizliga hemen uyur,
Bülent Ortaçgil,Suna Abla,eger bugun yepyeni bir sey ogrenememissen butun gunun birbirine es gunessiz gecmisse haydi gel gidelim suna ablaya merhaba diyelim sabahlar hic konusmazlar sen isitmezsen,
Bülent Ortaçgil,Telefon,1 contributortelefon lyricsi̇stedigimde bulurum seni artik ozelin yok her an ulasirim sana mazeret tanimam eger aciksan bir cuzdan gibi yaninda tasirsan sabah aksam fark etmez artik hic ozelin yok eskiden telefonlar sagda solda kucuk notlar butun gun seni aradim evde yoktun demeler postaneler kulubeler bozuk hatlar jetonlar hep seni aradim kimse yok cag baska bir cag en gerekli sey sensin herkeste kendine ozgu en degerli sey sensin asksiz kalirim ama sensiz kalamam unuttugum an kimsesizim yapamam her seyimi sana anlattim tek dostum sensin fihristler kucuk notlar postaneler kulubeler hic kimse yok,
Bülent Ortaçgil,Teninle Konuşmak,1 contributorteninle konusmak lyrics senin tenin sicak benim icimde bir kedi yumdu gozlerini ''i̇ste ask'' dedi parmak uclarim tanimak istiyor seni dokunmak istiyor cocuklar gibi onumde uzayip aksin bir su gibi merak ettigim govden ateste caydanlik camda yagmur bahcemde ihlamur masamda incir rakisi yatagimda ten kokusu teninle tanismanin zamani teninle konusmanin zamani,
Bülent Ortaçgil,Yağmur,1 contributoryagmur lyricsbugun yagmur bir kadin sacidir yeryuzune dokulen upuzun ince ince karanlik kokulu sen ki askta aldatildin yuregin tas parcasi dinle yagmuru dinle teselli bul turkusunden her sey olur her sey buyur her sey gecer hayat kalir,
Bülent Ortaçgil,Yasak,1 contributoryasak lyricssormamalýsýn hic yormamalýsýn eleþtirmemelisin hic geliþtirmemelisin gormemelisin hic secmemelisin oyle yarýda kacmak yok hic býrakmamalýsýn gecmemelisin vaz gecmemelisin yapma dur halt etmemelisin dur mamalýsýn yorulmamalýsýn her gun herþey dizi dizi gelse yenilmemelisin darýlmamalýsýn gucenmemelisin hasým nerde rakip kim guvenmemelisin karýþmamalýsýn karýþtýrmamalýsýn sen bilirsin demek varken soruþturmamalýsýn vermemelisin ama hep almalýsýn yaþamak bu kadar basit ýþte bulandýrmamalýsýn,
Bülent Ortaçgil,Yolculuk,1 contributoryolculuk lyricssen bir kuþtun cok ucmuþ yorulmuþtun bense kýþtým her þeyden býkmýþtým sen guneþtin ben biraz sonbahar bak haber vermeden gidiyor yolcular her gun bir parcamýz kopar yolculuk boyunca her gun bir parcamýz kopar ama seninki cok buyuk sen bir sistin bense biraz pus ýkimiz kaldýk yok baþka caremiz sen denizdin ben ýcindeki tuz ýkimiz kaldýk bitiyor yolumuz,
Bülent Ortaçgil,Yüzünü Dökme Küçük Kız,yuzunu dokme kucuk kiz birak uzulmeyi bir tek sen misin bir dusun unutan sevilmeyi her siyahin bir beyazi gecelerin gunduzu de vardir kizma onlara yalniz sen misin bir dusun zincir oranda buranda her tutsagin bir kacisi uykunun uyanisi da vardir yasamin anlamini bul sonra dinle kendini yolunu bil,
Vinyl Obscura,Apostrof,kafandaki hikayede soyle nerde gizli serim ey yo hiphop nazire yapar moruk nerde tatli beyim sikisinca patlar ve apostrof eki beyin ben boyle mc'lere bagnaz fikri kirik adem derim bana rap'in degil bana lazim rap'in alâsi yazilan her soze de gerek tema icin manasi sen kralsin sus tamam yaratirsin tufani gotu basi acar burasi oldu fame'in meydani garip olan bircok kisi muzik yapip egleniyo' muzik serefsiz cunku turk gencini siklemiyo' bazilari diyo' cok ugrasiyo'z ve olmuyo' bak alayli bir insan icin odanda ki kahramansin bundan on sene once rhyme'in lanet sesli bedduasi zihne trafik etti hiphop i̇stanbul icin iftar vakti i̇tirazi olana bakip riyakârca donmek gerek rise up fuck the industry industry mutevazi bir meslekte karar verdik gecinip gidiyoruz ha ha baska bi' is yapamaz miydim yapardim tabii ama kendi basima buyruk olmak istedim yani boyle iki uc kurus icin esneyerek hurriyetimi falan satmak istemedim yani esneyerek kalkmali tarih simdi kurnazlara yaratilan ihsan eli keyfi duzene karsi gelme otur dinle moron gibi i̇cabetten tecavuze oldu musluman gorevi zamaninda divan ile yaratmistik kiyameti adaleti geciktiren milliyetin sorgusunu sanat siyasetin bilinc ustu reel korkulugu bekleyen bir kiskac var zamaninda kasideli asilmaya calisildi simdi cozum hiphop'la bi' dak'ka lakin bende bi' seyleri soyli'ce'm hiphop abd'nin urunu bunu sen de benimsi'ce'n tek sesli bir kulture armoniyi monte eden bir kisiye narkolepsi teshisini koymak gerek yeah faulle yaklasip ve itiraz et aslanim bu hiphop ulkemizde seri gelismekten hastadir ve turntable graffiti kultur icin saglamsa destekcisi olmak icin o sirada bastayim yeah elimizde canina okuyacagimiz maskara edecegimiz bir muzik hazinesi var simdi bu parcalara insanlarin busbutun aklini karistiracak toplumsal sozlerle yazdik mi tamam sende cikar soylersin bu sarkilari oldu mu ben mi ben sarki marki soylemem dogru durust sesim yok ses meste lazim degil o zuppelerin hosuna gidecek bir takim numaralar yaptin mi tamam,
Vinyl Obscura,Delilik,1 contributordelilik lyrics sizin gibilere adam deniliyorsa ben coktan vazgectim adam olmaktan sen bu bozuk pasli carkin bi' dislisisin azrail biraz sonra biner sirtina cavliga cekersin,
