title,artist,lyrics,mood
Hennessy,"Ceg, Khontkar","When we ride on our enemies (Enemies)Öleceksiniz hepiniz (Motherfuckers die)Önümde İzmir denizi (İzmir, İzmir)Bitince gelir yenisi (Doldur, doldur)İçiyo'm her gün Hennessy (Henny, henny)İçiyo'm her gün Hennessy (Her gün, her gün)İçiyo'm her gün Hennessy (Ya, ya, ya, ya)Sikimde değil gerisi I got a lotta enemies (Bi' sürü, bi' sürü)Ve gözlerinde jealousy (Fuckin' haters)Dilleri ayrık zehirli (Tısss, tısss)Cüzdanım yılan derisi Bu yılanlarla karşılaştım kırk kez Kafalarını kıl testereyle kestim, sırf zevk Azaltıyorum stresi sık seksle, kız seksi Artık asla hız kesmem (Skrrt)Tek istediğim success Başarı en büyük intikam (İntikam)O yüzden siktir et tatili (Siktir et)Hep yoğun, hep dolu takvimim Senle harcayamam vaktimi (Hayır)Derinlere gömdüm kalbimi (Ah)Döndü Whitechapel katili (Katil)Hissediyo'm Pac gibi İçiyo'm her gün Hennessy (Thug life, thug life)Aşırı fevri suçlarım var Eskiden çok uzaktaydı Şimdi parmak uçlarımda (Artık)Artık dolu bi' cüzdanım var (Para)Para, saygı, güç, kadınlar Kurdum bi' sürü düş yarınlar için Bi' sürü düşmanım var (Düşmanım var)   When we ride on our enemies (Enemies)Öleceksiniz hepiniz (Motherfuckers die)Önümde İzmir denizi (İzmir, İzmir)Bitince gelir yenisi (Doldur, doldur)İçiyo'm her gün Hennessy (Henny, henny)İçiyo'm her gün Hennessy (Her gün, her gün)İçiyo'm her gün Hennessy (Ya, ya, ya, ya)Sikimde değil gerisi Kıskanma beni boş ver çok sana (Çok)Tüm bunlar lan altın boynum baksana (Bak)Kafam dünya, belli başlı ortama Gelemem lan, beni biraz salsana Tüm gözler üstümde, all eyez on me İster o batayım daha en dibine, olmaz homie Karalar beni ben izlerken denizi (İzmir önümde)Dönemem arkamı var bana garezi Öldürmek ister ama ben Pac gibiyim Sedyeden gülen (Yo), çukurdan gelen (O)Parayı seven (Ha), kaltağı geçen (O)Dostunu seçen (Ya), haklıyken söven (O)Canlıyken gömen (Yo), tahtına çöken Yo, olmadı dönen yolundan Bizden hiçbi' zaman olduğundan farkına var Tatlım farkına var, ortanca bak havada Hırsıma karşı yok ki hiç şansın, yoktu ki hiç şansın (Yok)When we ride on our enemies (Enemies)Öleceksiniz hepiniz (Motherfuckers die)Önümde İzmir denizi (İzmir, İzmir)Bitince gelir yenisi (Doldur, doldur)İçiyo'm her gün Hennessy (Henny, henny)İçiyo'm her gün Hennessy (Her gün, her gün)İçiyo'm her gün Hennessy (Ya, ya, ya, ya)Sikimde değil gerisi13",öfke
Faturalar,"Ceg, Patron","(This must be Devia, God!)Gitgide katlanır bu liste (Ey)Tam altı manita kuliste (Bitches)Birini seçmem gerekli Geçmişe bakınca tüm bunlar mucize Hayatı yaşamak suç ise (Suç)Üzgünüm boynumda ruj izi (Ruj)İntikam almamız gerekli O yüzden üstümde siktimin Gucci'si Bu savaş, elimde var uzi (Uzi)Evimde sauna, jakuzi (Woo)İçine girmesem bile hiç Hissettiriyo' moruk bu havuz iyi Haklısın belki de fuzuli (Fuzuli)Ama tek aradığım huzur iyi (Huzur)Alıca'm Mercedes Benz Değil bi' Fiat, bi' Polo, bi' Suzuki Niye telaşe? (Niye telaşe?)Yakıyo'z ışıkta bile meşalе Şarjın fullse yine de şarj еt Boşalt kafanı yine deşarj et Paranın akışı yine şelale Aylık vergim bile beş hane Yine de şahane (Yine de şahane)Bilirsin kanımda yine THCSeni kevaşe, bana mesaj çek, arama Meşgulüm, üzgünüm kapamam gerekli Alıyo'm soundcheck Konser, after, hızlı yaşar Ceg (Skrrrt)Biriktir akçe (Biriktir, biriktir)Havuzlu bahçe (Havuzlu bahçe)Uyan, brunch ve tekrar içki Delirdik sadece   Kaldım bu plana bağlı (Plana)Yüzdüm bu piranalarla (Pirana)Drip sanki Niagara Ödemem gereken faturalar var Ne kadar kazancın varsa (Çok)O kadar giderin vardır (Çok)Bilirsin hayat çok pahalı Ödemem gereken faturalar var Bi' sürü pahalı marka (Bi' sürü)Gittikçe şişiyo' banka (Skrrrt)Bakamam ardıma kanka Bi' yara varsa kabuk da bağlar Şu anda duramam asla (Asla!)Şu anda duramam asla (Asla!)Çok bedel ödedim hâlâ Ödemem gereken faturalar var Hurraa! Akar yolum, köpürür dalgalar Mal dolu güverte Kamara Yatım, botum dönülmez kafalar Peşimde eskiden görüldü atanlar (Ayy)Döküldü yakamdan (Ey)Bütün külüstür adamlar (Brrr!)Düpedüz paravan, gürültün yaramaz Çözümsüz kalamam (Şşş)Otuz bin mağazaya Üç yüz bin araba (Vrınn)Artık ben kullanmam alkollü, tamam lan Şoförüm falan var (Bitch!)Paso bak paradan konuştun Çünkü ben fazla boş yapamam! (Ahaha)Pasaport çantada Tasa yok akşama ahtapot salata (Mmm, mis)Biz viskiden komada Sen ucuzsun koladan (Skrrt)Vermem bak mola mal CD'ni kargola, birikimin sobada (Ey!)Ben Bruce Wayne Ama hepsi bak yarasa Şaşırdı moronlar Benden bir kahraman, sizdense Corona! Kaldım bu plana bağlı (Plana)Yüzdüm bu piranalarla (Pirana)Drip sanki Niagara Ödemem gereken faturalar var Ne kadar kazancın varsa (Çok)O kadar giderin vardır (Çok)Bilirsin hayat çok pahalı Ödemem gereken faturalar var Bi' sürü pahalı marka (Bi' sürü)Gittikçe şişiyo' banka (Skrrrt)Bakamam ardıma kanka Bi' yara varsa kabuk da bağlar Şu anda duramam asla (Asla!)Şu anda duramam asla (Asla!)Çok bedel ödedim hâlâ Ödemem gereken faturalar var2",öfke
En Dipten,Ceg,"İzliyor mu Pac bizi? Biliyo'm hırsım doymu'cak hiç olana dek Bugatti'si Sanırım uyuyo' komşular, hepsi duysun aç sesi Özür dilerim içmiyo'z biz sadece cumartesi Huzur nedir pek bilmem, geldik biz en dipten Geldik biz en dipten, geldik biz en dipten, ya Her şey çok farklı şimdi şirketler, teklifler Mahkemeler, tehditler, geldik biz en dipten, ya Ben deliydim doğduğumda (Doğduğumda, doğduğumda)Olmaz denileni oldurmak (Oldurmak, oldurmak)Yürüdüm kendi doğrumla Geldik biz en dipten, kayıt alırdık bodrumda Ve sonra yıllar bir bir geçti Ve galiba dinginleştim, kötü insan, iyi bir rapçi Ama ben yoksul bir gençtim, çok çürüttük dirsek kanka Hikâyemizi bilmen gerek, bahsetmiyo'm Instagram'dan Ruh hâlim sürekli inişli çıkışlı, borsa gibiyim moruk (Ey)Bi' babam olmasa da olur da olsa iyiydi moruk (Ey)Yoksa değil mi moruk? (Öff... Her neyse)Konuştum onunla Tanıdık düşman tanımadığın bi' dosttan iyidir moruk (Ey)   İzliyor mu Pac bizi? Biliyo'm hırsım doymu'cak hiç olana dek Bugatti'si Sanırım uyuyo' komşular, hepsi duysun aç sesi Özür dilerim içmiyo'z biz sadece cumartesi Huzur nedir pek bilmem, geldik biz en dipten Geldik biz en dipten, geldik biz en dipten, ya Her şey çok farklı şimdi şirketler, teklifler Mahkemeler, tehditler, geldik biz en dipten, ya Huzur nedir pek bilmem, geldik biz en dipten Geldik biz en dipten, geldik biz en dipten, ya Her şey çok farklı şimdi""Yapamazsın."" diyenler şimdi diyor: ""Tebrikler.""Geldik biz en dipten, ya Bana ""Bu yolda yürüme!"" dediler, yine de yürüdüm (Yine de yürüdüm)Üstelik başıma nelerin gel'ceğini bilerek yürüdüm (Bilerek yürüdüm)Konuştum açıkça, hacım bu acımasızlar canımı ne kadar acıtabilir ki? Annemin gözünün yaşını silerek büyüdüm Sikiyim parayı, şöhreti, övgüyü, ilgi ve takdiri (Sikiyim hepsini)Bu aslında intikam almakla ilgili, zihnimde katilim (Karın-deşen)Azaldığını hissediyorum gitgide vaktimin Her günü çakılı dimdirekt takvimin, mesaideyim siktir et tatili (Wooh)Evime kapandım, bilirsin evim bi' iş yeri oldu (Whitechapel bitch)İşlerim açıldı, bak işte buna ben içerim, doldur (İçerim, doldur)Ve sonra geçti sözlerim, meclisten içeri doğru Ağzıma geleni konuştum çünkü kaybedecek hiçbi' şeyim yoktu Huzur nedir pek bilmem, geldik biz en dipten Geldik biz en dipten, geldik biz en dipten, ya Her şey çok farklı şimdi şirketler, teklifler Mahkemeler, tehditler, geldik biz en dipten, ya Huzur nedir pek bilmem, geldik biz en dipten Geldik biz en dipten, geldik biz en dipten, ya Her şey çok farklı şimdi""Yapamazsın."" diyenler şimdi diyor: ""Tebrikler.""Geldik biz en dipten, ya3",öfke
Normal,Ceg,"This must be Devia, God! İsterdim tertemiz ve saf biri olmak (Saf biri olmak)İsterdim ben de çocuk sahibi olmak (Çocuk sahibi olmak)İsterdim bi' üniversite mezunu olmak (Mezunu olmak)İsterdim ben de bi' din mensubu olmak (Din mensubu)İsterdim sıradan bi' işte çalışmak (İşte çalışmak)İsterdim babam denen piçle barışmak (Piçle barışmak)İsterdim kabullenmek, iyice alışmak (İyice alışmak)Sosyal olmak, insan içine iyice karışmak (İyice karışmak)İsterdim mutlu aile tablosunda yer almak (Tablosunda yer almak)İsterdim kazanmadığım bir parayla ev almak (Parayla ev almak)İsterdim iyi bi' kadına yeniden aşık olmak Ve istemezdim bu sikilmiş sisteme karşı koymak (Karşı koymak)İsterdim damarınıza basmamış olmak (Basmamış olmak)İsterdim bu şarkıyı hiç yazmamış olmak (Hiç yazmamış olmak)İsterdim Dünya'dan umutlu olmak (Umutlu olmak)İsterdim aptal ama mutlu olmak (Ih)İsterdim normal olmak İsterdim olmak normal Ama normal olmam anormal Benim normal olmam anormal Bana göre değil bu normlar Bir hataymış benim doğmam Benim normal olmam anormal Benim normal olmam anormal   İsterdim gerçek bi' hisle sevilmek (Hisle sevilmek)İsterdim içmeden de hissedebilmek (Hissedebilmek)İsterdim herkes gibi rol yapabilmek (Rol yapabilmek)İsterdim mimiklerimi oynatabilmek (Oynatabilmek)İsterdim Demet Akalın dinleyebilmek (Dinleyebilmek)İsterdim Recep İvedik filmine gitmek (Filmine gitmek)İsterdim kahkahaları koy verebilmek (Koyverebilmek)İsterdim malum kişiye oy verebilmek (Oy verebilmek)İsterdim hayattan çok zevk alabilmek (Zevk alabilmek)İsterdim ayıkken de seks yapabilmek (Seks yapabilmek)Ayıkken insanlara katlanabilmek (Katlanabilmek)İsterdim samimiyetsiz davranabilmek (Davranabilmek)İstemezdim bi' zenci özentisi olmak (Özentisi olmak)İsterdim çomar ahlak bekçisi olmak (Bekçisi olmak)Ama kesinlikle istemezdim bu ülkenin en aykırı rap'çisi olmak (Ih)İsterdim normal olmak İsterdim olmak normal Ama normal olmam anormal Benim normal olmam anormal Bana göre değil bu normlar Bir hataymış benim doğmam Benim normal olmam anormal Benim normal olmam anormal4",öfke
Bu Gece Arama,"Arda Gezer, Lia Shine","Uu, yaparım tüm planı Uu, yaparım tüm planı Ey, (Gezer on the beat), ey, ey, ey Tüm şehir elimde Sen inanmasan bile Döndün eksenimde Bu değil hiç sikimde Kaldım eksilerde Görmedim bi' kez bile Şimdi hiç üzülme Bu gece arama (Ey)Bu gece arama (Ey)Bu gece arama (Ey, ey, ey)Bu gece arama (Ey)Bu gece arama (Ey)Bu gece arama (Ey, ey)Yaparım tüm planı Yollarım hep kapalı Sanma yanına kalır Parıldar bi' yanım Bi' yanım hep yaralı Bu savaşı hepsi tanır Dönüyor üzerime birden Tanıdık oklar dibimden Sapmıyorum şeridimden Yükseliyorum üzerinden Oluyor çabalar suç hep Ediyor benden şüphe Geliyor, peşimizdeler Sorun yok, uçarız yüksek Benden nefret et, onlar da öyle yapıyorlar Eskiden gülenler şimdi bunun bi' parçası olmak istiyorlar Yükseliyor rockstar (Ey)Durulmak mı? Sanmam (Ey)Doldu xan'le kaplar (Ey)RAW'la doldu raflar (Ey-e-e-ey)   Uu, mmh, uu, yaparım tüm planı Ey, ey, ey-ey Tüm şehir elimde Sen inanmasan bile Döndün eksenimde Bu değil hiç sikimde Kaldım eksilerde Görmedim bi' kez bile Şimdi hiç üzülme Bu gece arama (Ey)Bu gece arama (Ey)Bu gece arama (Ey, ey, ey)Bu gece arama (Ey)Bu gece arama (Ey)Bu gece arama (Ey, ey, ey)Sardı aşk kadınlar Sadık değiller onlar Sandılar farklılar Ama aynılar hala Açmam hiç boşuna Bu gece arama Açmam hiç boşuna Bu gece arama Arabada fren yok Kameralara poz kes Doldu çanta bandrol Çalıyor siren on kez Arabada fren yok Kameralara poz kes Doldu çanta bandrol Çalıyor siren on kez Yavşaksınız hâlâ, mükemmel derecede bi' şansınız yok Geri durmayı bi' kere bile düşünmedik biz hiç, nişancımız bol Beni tut'cak hiçbi' kimse yok En iyisi olduğumu söylüyor Aynı orospular benden nefret ediyor Tüm şehir elimde Sen inanmasan bile Döndün eksenimde Bu değil hiç sikimde Kaldım eksilerde Görmedim bi' kez bile Şimdi hiç üzülme Bu gece arama (Ey)Bu gece arama (Ey)Bu gece arama (Ey, ey, ey)Bu gece arama (Ey)Bu gece arama (Ey)Bu gece arama (Ey, ey, ey)Gezer on the beat",öfke
Sür Ya da Öl,"Şehinşah, Lia Shine","Sür ya da öl Sür ya da öl(Gezer on the beat)Geliyo'lar, peşimdeler Hayır, yakalanamam bu sefer Ayaklarım pedalı kökler Şerit değiştiriyorum hemen Beni dururken göremeyecekler Tanrı bana yan koltuktan seslenecek Sür ya da öl (Ey)Sür ya da öl (Ey)Sür ya da öl (Ey)Sür ya da öl Şehrin dışına doğru sür; geliyo'lar, peşimdeler Onlar hiç beni dururken göremeyecekler (Ey)Yerimiz oldu alçaktan yüksek tepeler (Ey)Parlamaya devam ederim, olamaz engel Şehre baş kaldırır gibi dök asfalta likör Peşimdekileri atlatıyorum bütün gün Gammazlık yok, vermiyorum ona yön Pedalı sonuna kadar kökle, sür ya da öl Avcılarım bana olur av Atarım pusuda yatan bütün kaşarlara ağ Sarıp sarmalarım tüm kâğıdı ve balyaları, bunu sayarım kâr Kazandığımı görmekten nefret ediyo'lar   Şeyn, Shine, Karma, blok Siftah, bro, yuvarlar pipo Bela Boyz, karambol Bi' plan yok ve silah bol Geliyo'lar, peşimdeler Hayır, yakalanamam bu sefer Ayaklarım pedalı kökler Şerit değiştiriyorum hemen Beni dururken göremeyecekler Tanrı bana yan koltuktan seslenecek Sür ya da öl (Ey)Sür ya da öl (Ey)Sür ya da öl (Ey)Sür ya da öl Hepsi peşimizde, sür, elimizde mühür Etiketi, fişi sikimizde mi? Ki fikir hür İzledim çizgilerini şeridin, ettim teneffüs Elimdeki yeşil şeyi, dedim ""Üstlerine sür ekiplerin""Telsizlere düş, düşün teşebbüs""Epifiz bezi çürük, hem de tüm ülkenin"" deme, ""Düş""Tebessümle sür, şu refüjün üstüne ya da öl Karart gözünü ve kalabalığı yar ara yön Çarpışmaktan hasar alan arabanı bana öv Senin yanındayım fakat en temizi yaşa gör Tara dön elimden ne gelirse yemin sana söz Ama önce yan öyle, böylesi gelir amatör Yeni şehir, yeni yüzler, yeni günle gelir sürsen Tüketirken elindeki gücü yüreğindeki yük Güven içgüdülerine çünkü şüpheli tüm yüzler Üzerinde gözüm ürkme; mükemmele sür, üzülme Geliyo'lar, peşimdeler Hayır, yakalanamam bu sefer Ayaklarım pedalı kökler (Brrah)Şerit değiştiriyorum hemen Beni dururken göremeyecekler Tanrı bana yan koltuktan seslenecek Sür ya da öl (Ey)Sür ya da öl (Ey)Sür ya da öl (Ey)Sür ya da öl(Gezer on the beat)10",öfke
High,"Hidra, Şehinşah","(Gezer on the beat!)Yenilmezler yeniliyor hı, hı Delirtenler deliriyor hı, hı Ve karanlık beliriyor çok sis (Çok)Yürüyo'm da yeni bi' yol yok ki (Yok), yok ki, yok ki Yürüyo'm da yeni bi' yol yok ki (Yok, yok), yok ki, yok ki Yürüyo'm da yeni bi' yol yok ki C-137, Morty Hidra zombileri avlayan bir zombi (Ha, pu!)Seni hayata bağlayan şeyin morfin Yeni kararlar alarak geri doğ bitch (Doğ)Geri doğ bitch (Doğ), geri doğ bitch (Doğ)Yeni kararlar alarak geri doğ bitch (Doğ)Seni satın alamaz para bu zor değil! Alsın ifademi kapımdaki polis (Wuu)Fuck tha police (Wuu), fuck tha police (Wuu)Fuck tha police (Eh), fuck tha police (Wuu)Yapar bize boşa kakafoni Yok aslında suçum baba boş ver (Boş ver)Baba boş ver (Boş ver), baba boş ver (Boş ver)Okumadım okul kafa boşken (Boşken)Doldurunca yatar onu 15 ay içer'de Sanatçılar sisteminiz çok sert ama bize yok dert   Hay amına koy'im, kafam high amına koy'im Vay anasını vay kafam high amına koy'im Hayat bayağı bayağı komik kafa lâl amına koy'im Para sayma makin'a'sı varsa say amına koy'im High, kafam high (Kafam high)Vay anasını vay kafam high (Kafam high)Hayat bayağı bayağı komik kafa lâl (Kafa lâl)Para sayma makin'a'sı varsa say (Sayamıyorum)Vay anasını vay (Vay), kafama sık'ı'cam (Pu!)Baksana gıcığa (Ih), kaçamam kıçımda (Kaçamam)Atlas hatırın var yoksa yapam'ı'cam Sarpa sarar akışına bırakınca Hızla sar daha da yatış'ı'cam Yaranamadım ah Ararım halıda Bulamam harıl harıl taş Yanarım kahırdan Vay anasını, vay Nasıl da kafam high Açmaya çalışma vursan da canım acımaz (Ey!)Ay doğmadan yok tadım yoksa yarasa mıyım, ha? Yıldızlara bas, hasımlara fark aç Hırsızlara tarz yaratır yaptığımız halt ham Aklınızı ala ala kazınırız akla Yakışırız taca Barındırırız kanımızda çalıştığınız armağan Hazımsızlık yapma Anasını satayım, al canımı da rahatla Şarkımızı çala çala darlan bu ""Karma""Hay amına koy'im, kafam high amına koy'im Vay anasını vay kafam high amına koy'im Hayat bayağı bayağı komik kafa lâl amına koy'im Para sayma makin'a'sı varsa say amına koy'im High, kafam high (Kafam high)Vay anasını vay kafam high (Kafam high)Hayat bayağı bayağı komik kafa lâl (Kafa lâl)Para sayma makin'a'sı varsa say (Sayamıyorum)(Gezer on the beat!)16",öfke
Türlü Bela,Şehinşah,"(Gezer on the beat)Yıkılmayacağım, sırıtacağım kısır kısır Hırsımı hıncımı çıkartıp ıssızlaşacağım Yıkıp yakmaktan sıkıldım Kıyımsızım kıyamayacağım Kınında kılıcım ısırmayacağım Sınırlarınızı sıfırlayacağım Kıçında bacağım çıkarmayacağım Tüm oyunları bozacağım Kafa yormayın anlama fazla Yapay olmadık haspalar asla Baban olmalı kahraman hâlâ Atlas, ara sor canım arada kanka Telefonu çal bağlan Whats App'tan Medet umarsak yandık anan Çıkılmaz sokağım, aklıma sokayım Yıkılmaz, yıkılmaz, yıkılmayacağım Tırtıkla rız'kımdan dımdızlak kalayım Çıktıkça cılkından çıldırtan hayatım Çıldırmayacağım yıldırmaz gazabı Kal kadın lavlar altında ıslanalım Varsın havlasın arkamızdan alayı Açsın dava bırakmasınlar yakamı Yemişler belli kıskançlıktan kafayı Desinler ""Deli!"" yataktan çıkmayalım   Kaçınılmaz ortadan ikiye yarılacak dünya Şaşırırlar her zaman istediklerimi yaptığımda Alışın artık tartışmaya kapalı kapılar ardı saklı kalp Aç kır da, kırıp da kandırma Ortadan ikiye yarılacak dünya Şaşırırlar her zaman istediklerimi yaptığımda Alışın artık tartışmaya kapalı kapılar ardı saklı kalp Aç kır da kırıp da kandırma Başımda türlü bela, türlü bela30 yaşında düştü keza yüzüm Gülsün hesap sorar hepsi Selam, ben hayatınızın içine düştüm E n'apayım? Üstünüm işte Çalışıyo' farklı bi' şeyler Dümbüğün tekiyim sadece Küsmüşüm işte Süzdüm şemalini rüküş bi' tiple Şekil pezevengisin üstümüz is be Bizim gibiler hisle yüzdürür dilde kelimeleri Düşkünüz beat'e Ülkümüz Hip ve Hop Weed ve hap Kitle büyütürüz bizde Mide krampları süründürür iyiden iyiye Cidden aşk gibi bir şey Bir kadının derdi de taş gibi bir şey Kaç kişi git gel yaptı? Bi' vals iyisinden İnan hiç birisinden dirhem haz almadım Sahte her halt İkimiz de kibirimizi dize getiremedik İncindik içinde git işte Bittik biz ittirme Sindir, tiksindirtme Derinliğinde bilincinin istemediğin hep Şimdideyiz geçmişi siktirtme Biz bizeyiz sevgilim hiçlikte Gecikmeli bi' geliş esprisini yitirmiş Estetik değildi ikili ilişkilerimiz hiç Etkeni tesiri psikolojimizi bitirdi Cepheyi terk edip gittim, Oportünistim epeydir Elime bi' şey geçmedi ki düşündüğümde seni Küçük düşürme kendini! Yürü, sürünme, sevindirme Yıkılmayacaksın! Kaçınılmaz ortadan ikiye yarılacak dünya Şaşırırlar her zaman istediklerimi yaptığımda Alışın artık tartışmaya kapalı kapılar ardı saklı kalp Aç kır da kırıp da kandırma Ortadan ikiye yarılacak dünya Şaşırırlar her zaman istediklerimi yaptığımda Alışın artık tartışmaya kapalı kapılar ardı saklı kalp Aç kır da kırıp da kandırma(Gezer on the beat)9",öfke
Kayıp Oğlan,"Khontkar, Young Bego","N'oldu oğlum kaşar, n'oldu a*ına koy'm he!""İnternetten tehdit savurmay'ca'm, savurmay'ca'm"" dedim Tehdit var a*ına koy'm Gel amına koy'm, adres burası a*ına koy'm! Hanginiz? Hepinizi ip gibi sıraya dizer hepinizin amına koyarım! Kimsin len sen? Kayıp oğlan ormanda (Turistlere bak)Arayışta, sağ solda (Bualmay'can da)Düşe kalka yıpranca'n (Hâline bi' bak)Cepler hep boş, dolmaz da (Wuh wuh!)Bana bak, kafam nasıl rahat Yükseliyo'm, daha ulaşamazlar Red Key Taliban (Prr!), silahlarla dans (Prr prr!)Mevzuya devam (Wow!), onlar çatışamazlar (No)Onlar yanaşamazlar, bize karışamazlar (No)Çetem tek atar, bence kafanı sakla (Hide)Kelle koltukta yaşar, bizle çatışamazlar (No)Hesaplar katlar, buna alışamazlar (Hehe!)Bunlar nasıl kaşar? Birbirini yalar, durduramazlar Ağza almış hepsi yarağı, konuşuyo' hâlâ homurdanarak (Wow)Sürtüğü bırak bana kalsın, tak takıştır ona altın, dumandan bi' alsın Değiş'cek tüm modu asıl yasaklar bi' kalksın Partiyi uzatır takım, bizle misin? Cansın O halde yükselir bak adın (Hrr!)   Kayıp oğlan ormanda (Turistlere bak)Arayışta, sağ solda (Bualmay'can da)Düşe kalka yıpranca'n (Hâline bi' bak)Cepler hep boş, dolmaz da (Wuh wuh!)Bana bak, kafam nasıl rahat Yükseliyo'm, daha ulaşamazlar Red Key Taliban (Prr!), silahlarla dans (Prr prr!)Mevzuya devam (Wow!), onlar çatışamazlar (No)Yolumdayım bak (Wow!), param zulada (Wow!)İstiyo'sun da (Wow!) hak etmedin daha (Aye!)Yelteniyo'n da (Nah!), silahlar çıkar (Pa!)Patlıyolar ha! (Pa pa pa!) Şakam olamaz da (Pa pa pa pa pa pa!)""Birden ner'den geldin?"" dedi, ""Daha değil"" dedim (Wuh!)Habersizce baskın yedin (Wuh!), Red Key biziz (Ow!)Win-win win ekip (Win-win), kaldır kancık yerse bi' yerin (Nah!)Piyasada 98’ Bulls gibi ekip bu, bu! Yerim kesin zirvededir d'i mi? Taliban gang vur, vur! (Vur) Acımadım ona pislik gibi Olamadın engel, yıktık geçtik King Kong gibi (King)Şatafatlı üstüm başım, bling bling parlar d'i mi? (Shinin’)Kayıp oğlan ormanda (Turistlere bak)Arayışta, sağ solda (Bualmay'can da)Düşe kalka yıpranca'n (Hâline bi' bak)Cepler hep boş, dolmaz da (Wuh wuh!)Bana bak, kafam nasıl rahat Yükseliyo'm, daha ulaşamazlar Red Key Taliban (Prr!), silahlarla dans (Prr prr!)Mevzuya devam (Wow!), onlar çatışamazlar (No)4",öfke
Carnavale,Ahiyan,"Sokak çocukları gramer kasamaz ki Erkek adam başkasının malı satamaz ki İçindeler işin; boş yapan için sanatçı Koşullamak için düz yap ama gider asla Bi’ süre yürü kırmızı çizgiye de basma Düşmanını devir, küs kalınca bize hasta oluyor Ediyor tecrübesi dize yaslı Gurur yok edebilir hevesi bi’ seansta Kimsenin nazını çekemedim diye yekten İstenmiyorum hiç istenmedim bi’ sebepten En düz şekilde nasıl anlatılırsa ondan İbret-i alem, tüm iradeye bomba Konumuz ne? Konumum çok sürpriz Tek trip Hip-Hop çünkü halen iş Boom Bap Bilirsin boğaya dönüşmek Gerilsin bağlanan ipler, pislikte yatan lyricler Turntable, bass, break dans bre Kendimi bi’ kalıba tıkamadım hiç Deyin go, go çetelere Salın tekim, mono, solo, soloman Davay davay, zdravei, na pravo man Carnavale   Asla bi' kalıba tıkılmadım hiç Deyin go, go çetelere Salın tekim, mono, solo, soloman Davay davay, zdravei, na pravo man Carnavale Cane cane işte meydane This is Carnavale Git, içerde var kral Kralcılar bahane, inandığı nane Yoksa bile bana ne Kaşarı duyar mahalle Ayık olsan bari O sen olsan bari Model olsam ani Criminal time bro Paradır tek çare Gelecektin hani? Give me some money Diya Rbaku Bari! Kendimi bi’ kalıba tıkamadım hiç Deyin go, go çetelere Salın tekim, mono, solo, soloman Davay davay, zdravei, na pravo man Carnavale Asla bi' kalıba tıkılmadım hiç Deyin go, go çetelere Salın tekim, mono, solo, soloman Davay davay, zdravei, na pravo man Carnavale Cane cane işte meydane This is Carnavale Git, içerde var kral Kralcılar bahane, inandığı nane Yoksa bile bana ne kaşarı duyar mahalle Ayık olsan bari O sen olsan bari Paradır tek çare Diya Rbaku Bari!",öfke
İzmir'in Ateşi,"Maho G, Ben Fero","(Baydar on the beat)Geldik buralara çile çeke hep İşin dedikodu bizse dile pelesenk Nedense dert oldu bu kadar Trap Kazanmak istiyorsan çabala ve hak et Yaşadınız bugüne kadar hep hay hay (Hay hay)Bakıp yapıyorum aynadan bay bay (Bay bay)Yetişebilmek için bize diz hard rhyme Uçuyoruz ben ve Fero, kokpitte Ouz Baydar Bu ormanda kral biziz hala (Hala)Yok sana pay avucu yala Arama istersen hiç mana Dedi Tanrı: ""Git de parla!""Besleniyo'sunuz yalan dolanla (Haa)Yaşıyo'sunuz kulaktan dolma (Haa)Yavaştan uzaklaş hiç yorma Artık dönemem bu yoldan İzmir'in ateşiyle parlar bu öfkem (Wooh)Sakın sorma bize niye böyle bu denklem (Brr)Açık açık söylüyorum almalısın önlem (Haa)Dedik ya sönmez (Skrrt), hiç dinmez (Skrrt)İzmir'in ateşiyle parlar bu öfkem (Wooh)Sakın sorma bize niye böyle bu denklem (Brr)Açık açık söylüyorum almalısın önlem (Haa)Dedik ya sönmez (Skrrt), hiç dinmez (Skrrt)   Biladerim, featlerim kariyer max'ı Şarkılarda ayı gibi oysa kibar ağzım Asıl beynimdeki bu da, sakin olmam lazım Geldim bak buralara (Wow), lan nasıl? Yırtıcıyım, deliciyim, kes vururum hasım Üzerinden smacı ben Westbrook'um Russell Hak etmeden alıyorsam bir şeyler en azı İzmir'in bu ateşinden yan'cak senin ağzın E kardeşlerim alsın, teknesi arabası (Yat)Privacy lazım, her dak'ka aramasın (No)Primciye sövmi'm, çıkmasın araması Yani efendime söyli'm, bunlara yaramasın (Yok)Bilenlere sor: ''Beyefendi'' derler''Biz istemiyo'z'' der el ver bi' yerler Ama nasıl pes di'cek görse kendi terler (Wooh)Bilmiyo'm bezmeyi ben bi' yerden ama Bakamadım gerilere ben iler'den Bur'da Fero dışar'da da ben ilerler Şimdi beni bildiler, saydılar, sevdiler Sanma sakın üstümdeki Fendi'lerden İzmir'in ateşiyle parlar bu öfkem Sakın sorma bize niye böyle bu denklem Açık açık söylüyorum almalısın önlem Dedik ya sönmez, hiç dinmez İzmir'in ateşiyle parlar bu öfkem Sakın sorma bize niye böyle bu denklem Açık açık söylüyorum almalısın önlem Dedik ya sönmez, hiç dinmez İzmir'in ateşiyle parlar bu öfkem Sakın sorma bize niye böyle bu denklem Açık açık söylüyorum almalısın önlem Dedik ya sönmez, hiç dinmez",öfke
