artist,song_title,lyrics_clean,mood
Bülent Ortaçgil,İstediğini Yap,1 contributori̇stediğini yap lyricseskiden iyi meslekti doktorluk şimdinin modası mühendislik sana bir şey söyleyeyim mi i̇yi meslek yoktur mesleğini iyi yapan insanlar var kerem ile aslı'nın aşkı birinci leyla ile mecnun'unki ondan sonra büyük aşk yoktur aşklarını büyütebilen insanlar var i̇stediğini yap çok geç kalmadan daha güç olmadan i̇stediğini yap her şey bitmeden senin yargıların en doğru benimkiler tabii ki en en doğru doğru yanlış yoktur başka yerlerden bıkan insanlar var,
Bülent Ortaçgil,Kaptan (yolculuk Ne Zaman),1 contributorkaptan yolculuk ne zaman lyricsaman kaptan al beni götür denizlere aman kaptan ne yardan ne serden diyenlere sözümüz yok yolculuk ne zaman rotamýz belli mi yönümüz nereye sýkýldýk buralardan usandýk limanlardan býktýk beklemekten bilinmezden korkmayýz faltaþý gözlerden,
Bülent Ortaçgil,Kediler,evvel zaman içinde kalbur saman içinde çok uzak değil yakın bir ülkede sevimli uslu küçücük gözlü küçük kediler yaşarmış yemekleri ortak yatakları birmiş sevinçleri hepsininmiş duman rengi açık kahverengi yakın ülkenin yanında dönemeci dönerken rüzgarların sağında ormanların solunda sesli hırslı kocaman gözlü büyük kediler varmış sabahları okumakla akşamları düşünmekle gündüzleri konuşmakla geceleri çalışmakla yorgun gözleri şişmiş elleri siz kardeşler hangi kedileri seversiniz hangi kediler gibi yaşamak istersiniz hangi kedilerdensiniz,
Bülent Ortaçgil,Kimseye Anlatmadım,1 contributorkimseye anlatmadım lyrics sev beni sar beni bir tek kötü sözün sarsar beni bilinmez denizlerin kuytu koylarında bul beni bul beni bil beni al beni bu saçmasapanlıktan kurtar beni uykusuz gecelerin gizli örtüsünden çıkar beni ben bunları kimseye anlatmadım kendimle bile konuşmadım ben bunları kimseye anlatmadım bir tek sen duy diye sen bil diye sen anla diye sor beni sessiz şarkılarda çal beni bulutlar ülkesinden kuru topraklara i̇ndir beni sez beni yaz beni karmakarışıklığımdan çöz beni birikmiş tortuların kirli sularından süz beni bir tek sen duy diye sen bil diye sen anla diye,
Bülent Ortaçgil,Memurun Şarkısı,1 contributormemurun şarkısı lyricspazartesi acımasız pazartesi sıkkın hep aynı şarkıyı söylemekten bıkkın bir masanın kenarları gibi buluşmazmışız öyle derler oysa bütün masalarda dört köşe var umarsız ve umursamaz günler gözlerde bir habersizlik var salı çarşamba uzun salı çarşamba sonsuz hiçbir işe yaramazlar sensiz bir ağacın yaprakları kadar özgürmüşüz öyle derler oysa bütün yapraklar aynı kökten çıkar perşembe kadar güzelsin perşembe kadar hızlı her daim bir cümbüş arasında gizli bir yıldızın köşeleri kadar uzakmışız öyle derler oysa yakından bakınca yıldızlar yuvarlaktırlar cumartesi cumartesi sanki bir kış sonrası küçük renkli bir sofrada sabah kahvaltısı bir katarın vagonları gibi özelmişiz öyle derler oysa bütün vagonlar aynı rayda gider her son bir umuttur her başlangıç bir kuşku eğer günlerden pazarsa arife keyfi bir meyvanın çekirdeği gibi atılmışız öyle derler oysa yaşam meyvadan değil çekirdekten çıkar umarsız ve umursamaz günler gözlerde bir habersizlik,
Bülent Ortaçgil,Mum,1 contributormum lyrics sen içimdeki küçük mum hala sönmedin yanıyor musun gündüz aydınlıkta kaybolup gece yatınca karşımdasın en soğuk rüzgarlarda en ıslak yağmurlarda bırakmadın beni yalnız anlarımda korktuğum zamanlarda vazgeçmedin benden bana kızmadın unuttum diye başarısız bir akşamüstü tepem atmış bağırıyorken dinledin çıt çıkarmadan en gizli duygularda en saçma sözlerde utanmadın benden yalnız anlarımda üşüdüğüm zamanlarda sen ısıttın beni ne zamandır birlikteyiz kim öğretti kaçmamayı yoksa ben mi yarattım yaşlanmaya başladıktan sonra en suskun günlerde en güçsüz saatlerde sıkılmadın benden ümitsiz zamanlarda şarkı oldun bana,
Bülent Ortaçgil,Nereye Sokağı,1 contributornereye sokağı lyrics sensiz nedensiz el yordamıyla susuz uykusuz nereye sokağında yürümek hızlı hızlı mutlaka yetişmek gerek beklemek geçen yüzyılın işi kiminle nasıl sevgi sancı sabah eğlencesi çabuk ve çevik zaman bilmecesi uyumak bilmeyerek mutlaka öğrenmek gerek yeni gün giderek yakın dеli dolu umut düşleriyle gerçek gelecek sabah kuşlarıyla konuşmak uzun uzun mutlaka değişmek gerek beyaza boyamalı nereye sokağını,
Bülent Ortaçgil,Niçin,sıcak gün ve güneş işte i̇nsanlarım oturuyor yemyeşil ağaçlar ve çiçek i̇nsanlarım susuyor nazlanma sen ver ellerini hadi yürüyelim açık havada beyaz ay ve gece işte i̇nsanlarım uyuyor yollar boş ve sessiz,
Bülent Ortaçgil,Normal,1 contributornormal lyricsbiraralar soðuk mu dedim dedi ki normal peki ya havalar valla gayet normal ýþler dedim gidiþler dedim hepsi normal peki ya sen ben normal peki biz ikimiz halimiz dedim ne dese beðenirsiniz normal uf biri anlatsýn nedir bu normal caným sýkýldý yoksa ben miyim anormal peki dedim türkiye ya ab bilmem normal ya abd dedim dedi ki çok normal peki dedim ya dgm ya ohal o kadar yýl peki gap zap hasan keyf peki ya medya rtük ya reklamlar rating valla normal yahu hiç mi ikinci yok dedim peki trafik katliam ya susurluk kamyon yine kaybettik dedim,
Bülent Ortaçgil,Olmalı mı Olmamalı mı,olmalı mı olmamalı mı yoksa hiç değişmemeli mi ama ben değişmezsem ben olamam ki görmeli mi görmemeli mi yoksa hiç bakınmamalı mı ama ben bakınmazsam hiç göremem ki sevmeli mi sevmemeli mi yoksa hiç beğenmemeli mi ama ben beğenmezsem hiç konuşmam ki bilmeli mi bilmemeli mi yoksa hiç öğrenmemeli mi ama ben öğrenmezsem hiç olamam ki,
Bülent Ortaçgil,Olmaz,1 contributorolmaz lyricsbir gün uyansak ki olmaz ki hiç olmaz pýrýl pýrýl bir mutluluk kýpýr kýpýr bir sevnç var ýçinde tabii ki olmaz yýllardýr unutmuþuz gülümsüyorlar bana ki pek olmaz daha tanýþmamýþýz sevebilmektir esas olan yok olmaz yok olmaz yok olmaz bir gün barýþsak seninle olmaz ki olmaz kavgamýz küçücük kalmýþ hiçbir neden kalmamýþ zaten silahlarýmýz bile paslanmýþ dinliyoruz birbirimizi ki olmaz oturmuþuz karþýlýklý düþünebilmektir esas olan bir gün desem ki sana sen de benim kadar haklýsýn varsayalým ki hiç olmaz varsayalým ki bir gün nedense hiç olmaz sen de benim gibi yaþayacaksýn bir paylaþabilsek ki hiç olmaz vermeyi öðrenmemiþiz yapabilmektir esas olan,
Bülent Ortaçgil,Oyuna Devam,1 contributoroyuna devam lyricsoyuna devam biz hiç yorulmadýk biz hiç yenilemedik desem yalan oyuna devam biz hiç kaybolmadýk biz hiç kaybetmedik rakipler kaçak güreþtiler hepsinin yumruklarý vardý dünyayý deðiþtirmek ýçin verdiðimiz kýrýntýlardý biz hiç aldanmadýk biz hiç aldatmadýk küçüktüm ufacýktým þimdi büyüdüm çocuðum var ben hep sorular sorardým karþýmda ayný sorular,
Bülent Ortaçgil,Pencere Önü Çiçeği,1 contributorpencere önü çiçeği lyrics pencere önünde arkadaştan ayrı porselen saksıda bir süs çiçeği evin hanımı her akşamüstü su ve güneş sunar entellektüel pencere önü çiçeğine ne ansızın yağmur ne gökkuşağı ne dipdiri sabah gözyaşı ne şebnem görmüştür ne kırağı tanır ama iyi konuşur kitap gibi rastgele çiçeklere arada bir bakar cansız cam ardından tül perdelerden ne mecburen günеş ne karakış ne dopdolu bahar ürpertisi zorlu bir rüzgarla boynu hiç kıvrılmaz haylaz çocuklarca hiç koparılmaz gece çökünce açılır lambalar öteki çiçekler ay ışığındalar,
Bülent Ortaçgil,​pencere önü çiçegii,pencere önünde arkadaştan ayrı porselen saksıda bir süs çiçeği evin hanımı her akşamüstü su ve güneş sunar entellektüel pencere önü çiçeğine ne ansızın yağmur ne gökkuşağı ne dipdiri sabah gözyaşı ne şebnem görmüştür ne kırağı tanır ama iyi konuşur kitap gibi rastgele çiçeklere şöyle bir bakar cansız cam ardından tül perdelerden ne mecburen güneş ne karakış ne dopdolu bahar ürpertisi zorlu bir rüzgarla boynu hiç kıvrılmaz haylaz çocuklarca hiç koparılmaz gece çökünce açılır lambalar öteki çiçekler ay ışığındalar,
Bülent Ortaçgil,Sen,sen evet sen bir köşede bekliyorken ben çünkü ben ayarı bozulmuş tekliyorken renkler müşkül durumda ressamlar şaşkın hiç değişmez bu günlerde aşk yorgun düşmüş aşk meşgul hiç gelmez yalnız ben tüm virgülleri ararken zira sen noktayı koymuştun zaten hoşça kalın,
Bülent Ortaçgil,Sensiz Olmaz,bu sabah yalnız uyandım sensiz olmaz tanıdık kokular yok kahvaltım anlamsızdı i̇lk sigaram bile tatsızdı anlaşılan alışmışım bir verdiysem i̇ki almışım aşk bir dengesizlik i̇şi dengeye dönüşendir sevgi yine kendi kendime sormadan duramadım niye seni böyle i̇stiyorum bulamadım yalnızlık zor sokaklar çıkmaz hep tekdüze her şey dümdüz anlamak çözmeye yetmez biraz telaşlı huzursuz gece gelmiş yatağım boş sen uzaktasın ben uzanmış,
Bülent Ortaçgil,Sen Sorumlusun,gökyüzü bir çocuk resmi çağla yeşili ve pespembe cam buğularının her yerine her yerine adını yazdım pamuk yumuşaklığında deniz güneş sıcaklığında aşkımız her yerine tadını yazdım sokaklara apartman girişlerine kapılara market çıkışlarına yazdım ama sen sorumlusun duraklara kaldırım taşlarına defterlere satır başlarına yazdım sen sorumlusun sen bir avuç yıldız gökyüzünde ay ışığı da benden hediye alabildiğine yaşama sevinci verebildiğine kırılgan sevgi pencerelere bütün aynalara gazetelerin ilan sayfalarına yazdım denizde kıyıda bütün kumlara rüzgârda uçuşan yapraklara yazdım yolda kirlenmiş araba camlarına yeni boyanmış beyaz duvarlara yazdım apartman girişleri market çıkışlarına kaldırım taşları,
Bülent Ortaçgil,Sen Varsın,yanımda uzağımda yarınımda bilmediğim yaşanmış sayfalarda sen varsın yükselen alkışlarda yumruklar tekmelerde acılar hasretlerde bütün şarkılarımız senin için senin için bütün kavgalarımız senin için açlıkta sefalette bollukta sefahatta el üstünde ayak altında yenmede yenilgide ölmede öldürmede sevgide nefretlerde,
Bülent Ortaçgil,Sevgi,yanýma gelirsen eðer ýçimde eritirim seni kardan sonra güneþ günden sonra gece de öyle ben eritirken sen erirken seveceðiz birbirimizi yüzüme bakarsan eðer dokunurum sana hava ýle kuþlar denizle kýyý da öyle ben dokunurken sen dokunurken duyacaðýz birbirimizi þarkýmý söylersen eðer kaybolurum sende denizde damla þehirde ýnsan da öyle ben kaybolurken sen ararken bulacaðýz birbirimizi,
Bülent Ortaçgil,Şık Latife,şık latife de kişinin teki senin gibi benim gibi ancak şık latife değişik biri sabahları genellikle geç kalkar portakal suyu içer ekmek yememesini öğütlemişler şişmanlarmış şık latifenin en iyi dostu aynalar aynalar söyler hep o dinler konuşulanlarsa güzellikler öğleden sonra nünü telefon eder geçen akşamlarını konuşurlar bazen buluşup bir yerde otururlar şık latife haftanın yedi akşamı yedi kişiyle çıkar doğrusu şık kadındır şık latife her yerde söylerler şık latife sabaha karşı yatar boyası temizlenmiş gerçek yüzü ve bir geceliğiyle latife'dir artık latife dayanamaz yalnızlığa hemen uyur,
Bülent Ortaçgil,Suna Abla,eğer bugün yepyeni bir şey öğrenememişsen bütün günün birbirine eş güneşsiz geçmişse haydi gel gidelim suna ablaya merhaba diyelim sabahlar hiç konuşmazlar sen işitmezsen,
Bülent Ortaçgil,Telefon,1 contributortelefon lyricsi̇stediğimde bulurum seni artık özelin yok her an ulaşırım sana mazeret tanımam eğer açıksan bir cüzdan gibi yanında taşırsan sabah akşam fark etmez artık hiç özelin yok eskiden telefonlar sağda solda küçük notlar bütün gün seni aradım evde yoktun demeler postaneler kulübeler bozuk hatlar jetonlar hep seni aradım kimse yok çağ başka bir çağ en gerekli şey sensin herkeste kendine özgü en değerli şey sensin aşksız kalırım ama sensiz kalamam unuttuğum an kimsesizim yapamam her şeyimi sana anlattım tek dostum sensin fihristler küçük notlar postaneler kulübeler hiç kimse yok,
Bülent Ortaçgil,Teninle Konuşmak,1 contributorteninle konuşmak lyrics senin tenin sıcak benim içimde bir kedi yumdu gözlerini ''i̇şte aşk'' dedi parmak uçlarım tanımak istiyor seni dokunmak istiyor çocuklar gibi önümde uzayıp aksın bir su gibi merak ettiğim gövden ateşte çaydanlık camda yağmur bahçemde ıhlamur masamda incir rakısı yatağımda ten kokusu teninle tanışmanın zamanı teninle konuşmanın zamanı,
Bülent Ortaçgil,Yağmur,1 contributoryağmur lyricsbugün yağmur bir kadın saçıdır yeryüzüne dökülen upuzun ince ince karanlık kokulu sen ki aşkta aldatıldın yüreğin taş parçası dinle yağmuru dinle teselli bul türküsünden her şey olur her şey büyür her şey geçer hayat kalır,
Bülent Ortaçgil,Yasak,1 contributoryasak lyricssormamalýsýn hiç yormamalýsýn eleþtirmemelisin hiç geliþtirmemelisin görmemelisin hiç seçmemelisin öyle yarýda kaçmak yok hiç býrakmamalýsýn geçmemelisin vaz geçmemelisin yapma dur halt etmemelisin dur mamalýsýn yorulmamalýsýn her gün herþey dizi dizi gelse yenilmemelisin darýlmamalýsýn gücenmemelisin hasým nerde rakip kim güvenmemelisin karýþmamalýsýn karýþtýrmamalýsýn sen bilirsin demek varken soruþturmamalýsýn vermemelisin ama hep almalýsýn yaþamak bu kadar basit ýþte bulandýrmamalýsýn,
Bülent Ortaçgil,Yolculuk,1 contributoryolculuk lyricssen bir kuþtun çok uçmuþ yorulmuþtun bense kýþtým her þeyden býkmýþtým sen güneþtin ben biraz sonbahar bak haber vermeden gidiyor yolcular her gün bir parçamýz kopar yolculuk boyunca her gün bir parçamýz kopar ama seninki çok büyük sen bir sistin bense biraz pus ýkimiz kaldýk yok baþka çaremiz sen denizdin ben ýçindeki tuz ýkimiz kaldýk bitiyor yolumuz,
Bülent Ortaçgil,Yüzünü Dökme Küçük Kız,yüzünü dökme küçük kız bırak üzülmeyi bir tek sen misin bir düşün unutan sevilmeyi her siyahın bir beyazı gecelerin gündüzü de vardır kızma onlara yalnız sen misin bir düşün zincir oranda buranda her tutsağın bir kaçışı uykunun uyanışı da vardır yaşamın anlamını bul sonra dinle kendini yolunu bil,
Vinyl Obscura,Apostrof,kafandaki hikayede söyle nerde gizli serim ey yo hiphop nazire yapar moruk nerde tatlı beyim sıkışınca patlar ve apostrof eki beyin ben böyle mc'lere bağnaz fikri kırık adem derim bana rap'in değil bana lazım rap'in alâsı yazılan her söze de gerek tema için manası sen kralsın sus tamam yaratırsın tufanı götü başı açar burası oldu fame'in meydanı garip olan birçok kişi müzik yapıp eğleniyo' müzik şerefsiz çünkü türk gencini siklemiyo' bazıları diyo' çok uğraşıyo'z ve olmuyo' bak alaylı bir insan için odanda ki kahramansın bundan on sene önce rhyme'ın lanet sesli bedduası zihne trafik etti hiphop i̇stanbul için iftar vakti i̇tirazı olana bakıp riyakârca dönmek gerek rise up fuck the ındustry industry mütevazı bir meslekte karar verdik geçinip gidiyoruz ha ha başka bi' iş yapamaz mıydım yapardım tabii ama kendi başıma buyruk olmak istedim yani böyle iki üç kuruş için esneyerek hürriyetimi falan satmak istemedim yani esneyerek kalkmalı tarih şimdi kurnazlara yaratılan ihsan eli keyfi düzene karşı gelme otur dinle moron gibi i̇cabetten tecavüze oldu müslüman görevi zamanında divan ile yaratmıştık kıyameti adaleti geciktiren milliyetin sorgusunu sanat siyasetin bilinç üstü reel korkuluğu bekleyen bir kıskaç var zamanında kasideli aşılmaya çalışıldı şimdi çözüm hiphop'la bi' dak'ka lakin bende bi' şeyleri söyli'ce'm hiphop abd'nin ürünü bunu sen de benimsi'ce'n tek sesli bir kültüre armoniyi monte eden bir kişiye narkolepsi teşhisini koymak gerek yeah faulle yaklaşıp ve itiraz et aslanım bu hiphop ülkemizde seri gelişmekten hastadır ve turntable graffiti kültür için sağlamsa destekçisi olmak için o sırada baştayım yeah elimizde canına okuyacağımız maskara edeceğimiz bir müzik hazinesi var şimdi bu parçalara insanların büsbütün aklını karıştıracak toplumsal sözlerle yazdık mı tamam sende çıkar söylersin bu şarkıları oldu mu ben mi ben şarkı markı söylemem doğru dürüst sesim yok ses meste lazım değil o züppelerin hoşuna gidecek bir takım numaralar yaptın mı tamam,
Vinyl Obscura,Delilik,1 contributordelilik lyrics sizin gibilere adam deniliyorsa ben çoktan vazgeçtim adam olmaktan sen bu bozuk paslı çarkın bi' dişlisisin azrail biraz sonra biner sırtına cavlığa çekersin,
Vinyl Obscura,Diyez Formülü,1 contributordiyez formülü lyrics hiphop up down anarşik bir ortam zamanla geçen hayatın tek ifadesi olmaz olmaz yeah kıskanma lan havva'yı yeşil elma ufkunda sanatla sana rüyayı göstermez haha sanki ruhun gıdası bu zaman raksederken ruhumuz tohumla sevişen fidan anlamaz bu lanet zihnimde ki karıncalar empatide aşırılık keser beden ısınmadan bir baktı ademoğlu sanat için hiphop on gözlerimde mutluluk bu hormon için seraton seraton brr bir sis geldi ve sonrasında mutluluk hırsla beraber anüsünde difteri defteri aha yırtmalı düz hesaptan ekteki bir sözcüğü tüketirim ben hiphop'tan i̇n ordan bana dünyayı çevirme tek sözle gelirim trenle vagonlarım peşimde yine sen kalmazdın yine sen olmazdın yine sen durmazdın yine ben peşindeyim zaman benim içinde geçmek bilmiyor yani geçmek bilmeyen zaman için çok güzel saat kullanıyorsunuz ama benim zamanımı göstermiyor artık yapıtaşı hiphop için crack on the ryhme wall bir zaman tutsa elinde defol gözüm lan kaybol o zaman senin için bak hayattaki son yol bana göstermedi doğru yolu sahnesinde hep zor hep zor yani ülkemde telaş yok ve öz için niçin olsun bu müzik için kolaysa önüne gelen müzikte olur notada katili diyez de bi' formül olsa çağır moruk rahibi ülkemde flow yapan der ki her gün tek ben ulan götünü yırtsan olamazsın sen redman benim nefesim kesilse de ötenazi yapılan bu hiphop bizim içimizde terazi yani doğru hitap sanki burjuva da sokaklar bir dümen dönse bilirler '96'dan kalanlar selam olsun özdekine bende olup koşarsan aynı kulvarda zihiniz müzikle kalıp olursak,
Vinyl Obscura,Glomy Days In Strange Realms,parçada yer alan film kesitleri remzi aydın jöntürkün ve i̇hsan yurdakul'un yönetmenliğini yaptığını 1976 yılında vizyona giren yarınsız adam filminden alınmıştır i̇lk kısım abdurrahman palayın… read more bibirbir resim yapacağız birlikte momodern i̇şte böyle evlat böyle evlat i̇şişişişişte böyle evlat i̇şte böyle evlat durum bu merkezde bu merkezde aadil adil dünyada yaşıyoruz haydutlar kahraman sayılıyor gazeteler sinemalar televizyon bu yanlışı yaşatıyor her işim kanunidir kakakakanunlar vicdanlı insanlar içindir çuku akif kakakanunlar vicdanlı insanlar içindir çuku akif gagagarip bir dünyan var tektekrar herşeyin hakimi ben olacağım babana ihanet edenlerin hepsi elimi öpücekler çüçünçünkü yeyenilmez bir adam yarattım bizim ki kötü zor ve anlatılması güç bir hikâye memezar taşı mısın be mübarek zaman ve durumlar değişiyor,
Vinyl Obscura,I Am A Sick Man,1 contributori am a sick man lyrics i am a sick man i am a spiteful man i am an unattractive man i believe my liver is diseased however i know nothing at all about my disease and do not know for certain what ails me no i refuse to consult a doctor from spite that you probably will not understand well i understand it i am a sick man i am a spiteful man anyway anyway anyway i am extremely superstitious sufficiently besides i am extremely superstitious sufficiently so to respect medicine anyway i am welleducated enough not to be superstitious but i am superstitious doctors by not consulting them i know better than anyone that by all this i am only injuring myself and no one else but still if i dont consult a doctor it is from spite my liver is bad welllet it get worse i am extremely superstitious extremely superstitious i am welleducated enough not to be superstitious i am superstitious i am extremely superstitious i am a sick man but still if i dont consult a doctor it is from spite my liver is bad welllet it get worse i have been going on like that for a long time,
Vinyl Obscura,İzafi Hiphop Misillemesi,1 contributori̇zafi hiphop misillemesi lyrics gotta keep it real gotta keep it real yep course he tried to bring it on the battlin' tip and you know me because an mc like me be on tv don't mean it seems there's a sanitation y'all full of trash talker who will be the captain of this ship,
Vinyl Obscura,Kader,herkesin inandığı birşey vardır bu amına koyduğum hayatında benimki de sensin na'payım birden durup dururken içim cız etti bi' baktım gene aynı karın ağrısı dedim allah'ım ner'deyim ben burası neresi sonra güç bela burayı buldum kapının önünde durup düşündüm dedim bekir bu kapı ahiret kapısı burası sıraat köprüsü bu sefer de geçersen bir daha geri dönemezsin iyi düşün dedim düşündüm düşündüm olmadı geri dönemedim sonra bak oğlum dedim kendi kendime yolu yok çekeceksin isyan еtmenin faydası yok kaderin böyle,
Vinyl Obscura,Karate,kremiti kırdım hırsımı alamadım artık mermerler yemeğe başladım mermer mermer ha evden çıktım baktım bi' kamyon düzensiz geliyor ulan dedim bu bi' yerde kaza yapacak la ben bunu tutayım lan tuttum kamyonu tuttum havaya kaldırmamla bi' kenara koymağımla şöför dedi abi allah razı olsun be sen nerden çıktın ya nasıl kaldırdın bu arabayı beni buraya nasıl koydun nasıl hayatımı kurtardın oğlum benim için kamyon nedir ya benim için kamyon bi' dondurmayı nasıl şeye koyuyorsun yiyorsun benim kamyon benim için kamyon odur odur o oğlum kamyondan daha fazla dağ var şey var böyle şeyleri getirin var mı benim dünyada benim gibi dünyada karateci benim gibi şey ya işte neymiş ben karate kursu almışım bile lan benim benden daha üst karate kursu oynayan var mıdır dünyada tek bi' kişi var o da bizim hocamız bruce lee var ben ondan başka tanımam,
Vinyl Obscura,Late Ottoman Turntablist March,şimdi biz buraya niye toplandık niye toplandık şu guruyabani meselesini anlamak için toplandık evet guruyabani diye bir şey yoktur olamaz olamaz ama olabilir de olabilir de şimdi bu durum muhayecesinde meseleyi ele alalım alalım sen insan mısın anlamadım ne diyo'sun lan sen karışma peki karışmam sana i̇nsan diyenin gözü çıksın aa bana mı ramazan karı bizi dövecek karışma dedim ya benden günah gitti sana i̇nsan diyenin gözü çıksın heh şu haline bak ne biçim karısın ulan eşeoğlu eşek şaban kendine gel tutma beni çok iyi gidiyorum evet sеn insan değilsin olamazsın da zaten hıyar gibi bi' kadınsın ramazan efendim pеki bu insan değilse ne oğlum,
Vinyl Obscura,Şifalı Bitkiler,have have have a seat quick have have have have have have have a seat quick uh have have have have have have have a seat quick uh bombaclaat bombbombabombbombbombaclaat garip bir dünya hiphop'la sanatsal ortamı venüsten bir selam gelse ritim kırar sezar'ı brütüs sen de mi derken alınan bu koku sanki turntable dedi ki kültür adına rap'i oku ey yo biraz düşünmeli hiphop'tan bu etkisel flowda güçlüğe çare bak şifalı bitkiler brr rezene kaynatıp sanar riddimdeki ortamı gеnçlerin portresi budur anlamaksa çok garip dokuz yaşında fısılda rap'i çare bana inat gözlеrimle resti çektim kafamdaki triole o bir amaç olmasaydı şimdilerde kafa gol attı ve de ahoho dedi bana hiphop on ve yaşamda renkler katıldı tacım üstüne her akşam olduğu gibi serin kanlı büstüne bakmak ne büyük hisleriyle sanki letafet notalarla bürünmüş bir beden için bak ziyafet şarap tadını almalı yıllanmış gelecek hep seni hatırlar sarhoş bir zihinle son kararı almak hep sana kalmalı elimde olsaydı tersine çevirip her günü keyfi anmak ama gökyüzü söyler ki bazen kafamda milyonlar var uykuda göz hattıyla brr keşmekeş bir kaldırımda beethovenla son buluşma ey yo bana verdiği bu sade kırık pırıltında itri'den bir felsefeyle ney çalarken kanun olma hangisi hangisiyle söyle adem bana müzik bir ihtiyaç için olmasaydı neydi amaç armoniden öteye giden bizimle kalmasın tek sesle var olan bu sanat için durmasın reçete yazmalıydı her gün bana bak doktorum zihinde narkolepsi müzikle var oldu kahrolun bu hiphop içine uzatılan dalın zeytinin benim tedavisi oğlum ismim hırdan lokman hekim sanki anlatılan akılda kalınca hiphop enin biz boyunun ölçüsünü aldık artık devam edin güvercin kanadıyla uçan belirsiz tezleri argubtan bir mesele hicazdan gelen seslerim,
Vinyl Obscura,Tenkit Muhasebesi,when you say hiphop you say graffiti you say breakdance you say dj's you say mc's the way you dress the way you talk all the elements into one that's hiphop company flow dedi ilk kez bu tabiri fushnickens underground yeni sound taciri evet şu an açıklama çağır bana muhabiri hiphop şu an öldü ölürsem kabrime gelme dedi bakın küçük beyinliler çabala sektör primi yer bu şarkıda babu yok bak argub turkish premier kafamda bir tersleme var bach çıkarsa bahtımıza bugünlerde dinlediğim kökeni siyah bambaataa hiphop jazz funk'ın üvey oğlu king kim iii bakın oğlum bi' buna ritim flow eğrisi luria gibi lucas gibi müzik için deist kişilik her yanımda bir saplantı müzik adem yetenеği anlatıyo'z boşuna bak yarısını anlamıyo'n hedef zümre olsa еtraf sik beyinli kaynıyo' bak bir çok kişi diyo' bana dinleyiciye laf atma nitelikli olan belli niteliksiz motherfucker niteliksiz motherfucker i'll fuck you up your insurance is high but my price is cheap even when my style is free you can't afford only motherfucker şimdilerde karanlık bak etraftaki melodiler tek başına adım at ve gerisini terfi eder neden böyle diyenlere somut bir cevap arasam hafız burhan gibi bağır çevir sırtı küs mic'ına bakın artık işlemiyo' parlayan saf demir bile lidyalılar bir kağıtla yarattılar büyük kaos birçok kişi diyo' özgür ülke hani nerde mao sanat siyasi bir formla batarsa hiç karışmam lan anguz danası gibi eti sütü olmuş harem selam deyinmi'ce'm diyorum ama türkçe pop'ta nedir kelam yirmi şarkı üst üste sözler aynı falan filan götünde motoru olan vosvos değil mirkelam aşırı dozda kanda mevcut müzik için amfetamin doğal oldu hiphop için nevrotizme ilgi rutin bazen diyo'm ne kadınmış adam susmak bilmiyo' lan artık özel hayatlarını dsmart'tan yayınlarlar,
Vinyl Obscura,Ucuz Lokanta (Instrumental),her gün mutluluk hep kaybeder dikenli gül sömürgesinde muktedir beşer sen dilsiz mc söyle neye yarar varlığın bana mutlu bir ölüm bul bi' hayli kusursuz yıkık akşam keyfime değ kayış koptu ben de iyi değilim çok zor durumdayım ütülü hayallerimiz vardı ve hiç pot yapmadı kenara çekmişim bugün bi' yokluk etkisinde,
Vinyl Obscura,Vinyl Obscura Meets Wolfgang Amadeus Mozart,1 contributorvinyl obscura meets wolfgang amadeus mozart lyrics i feel like now things a lot more modern down with technology it's just easy for anyone just you know make a song in this days you know so although i'm i try to keep up with the new stuff to comes out i joy lot of my creative motivation from older classical stuff even classical music in itself touching vinyling scratching vinyling scratching scratching scratching scratching,
Tuğba Yurt,Açmayalım,nasıl oldu bu hallere düştük bilemem sorulursa cevabını birden veremem girecek yine uykuma ve çok ağır yükü sabrıma bir kere girdi mi aklıma çık git diyemem açmayalım hiç konusunu i̇nan özlüyor insan kokusunu anlatırım da dolu dolu ama iyi gelmiyor hiç kalbe sonu kalbe sonu bir kere girdi mi aklıma çık git diyemеm,
Tuğba Yurt,Adı Aşk,bak dönüyor dünya ne seninle ne sensiz aslında olmuyor anladımazalınca bu sevdadanhaberin yok hiç iyi değilim buralarda bir tek selamına yeniğim sırf bu yüzden ben hâlâdireniyorum sana gidemiyorum uzağa ah bi' cayıp gelsen ihtimal ya yarım kaldık işte aslında tek bi' cümle gel apaçık adı aşk bunun işte direniyorum sana gidemiyorum uzağa ah bi' cayıp gelsen ihtimal ya gel apaçık adı aşk bunun iştebak dönüyor dünya olmuyor anladım azalınca bu sevdadanhaberin yok buralarda bir tek selamına yeniğim sırf bu yüzden ben hâlâdireniyorum sana gidemiyorum uzağa,
Tuğba Yurt,Aşk Ateşi,sonum oldun kayboldum cevabı olmayan bir soru oldun mu hiç yoruldum savruldum güneşe kavuşmayan geceyi gördün mü hiç gün gelir anılar acılarla birleşir habersiz olur bakmaz gözyaşına bilmez pek haddini aşar sınırları haykırışların dolaşır kaderinde gel gör beni duy sesimi yakıyor içimi içimi aşk ateşi hatıralar hep peşimde yalvarırım hadi kurtar beni gel gör beni duy sesimi gün gelir anılar acılarla birleşir habersiz olur bakmaz gözyaşına,
